TradeID,ItemIn
452,Trigon
452,Chameleon
452,Hexed
452,Slipstream
452,Parallax
452,Octane
452,Octane
452,Offer
453,Biomass
453,Spectre
453,Labyrinth
453,Labyrinth
453,Labyrinth
453,Labyrinth
453,Labyrinth
454,Triumph Crate
454,Triumph Crate
454,Triumph Crate
454,Triumph Crate
454,Triumph Crate
455,Bubbly
455,Key
455,Flamethrower
455,Spectre
456,Player’s Choice Crate 1
456,Triumph Crate
456,Champions Crate 4
456,Offer
457,Bubbly
458,Offer
459,Triumph Crate
459,Player’s Choice Crate 1
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
459,Champions Crate 4
460,Slipstream
460,Offer
461,Offer
461,Saptarishi
461,Yuzo
461,Jäger 619 RS
462,Tora
463,Offer
464,Offer
465,Player’s Choice Crate 1
465,Triumph Crate
466,Heatwave
466,Chameleon
466,Bubbly
466,20XX
466,Trigon
466,Storm Watch
466,Offer
467,Dissolver
468,Bubbly
468,Slipstream
469,Slipstream
469,Key
469,Tora
469,Tora
469,Tora
470,Offer
470,Offer
470,Offer
470,Offer
470,Offer
470,Offer
470,Offer
470,Champions Crate 4
470,Triumph Crate
470,Player’s Choice Crate 1
471,RLCS
472,Offer
472,Nitro Crate
472,Victory Crate
472,Velocity Crate
472,Triumph Crate
472,Player’s Choice Crate 1
472,Champions Crate 1
472,Champions Crate 2
472,Champions Crate 3
472,Champions Crate 4
473,Trigon
474,Halo
474,Halo
474,Halo
474,Halo
474,Halo
474,Halo
474,Halo
474,Halo
474,Nitro Crate
474,Turbo Crate
475,Offer
476,Offer
476,Offer
476,Offer
477,Trigon
478,Player’s Choice Crate 1
478,Triumph Crate
479,Offer
479,Octane
479,Octane
479,Biomass
479,Hexed
479,Labyrinth
479,Parallax
480,Offer
480,Player’s Choice Crate 1
480,Champions Crate 4
480,Triumph Crate
481,Voltaic
481,20XX
481,Chrono
481,Pearlescent (matte)
481,Dissolver
481,Labyrinth
481,Storm Watch
482,Victory Crate
482,Nitro Crate
482,Turbo Crate
482,Player’s Choice Crate 1
482,Triumph Crate
483,Offer
484,Victory Crate
484,Triumph Crate
485,Tora
486,Heatwave
487,Wonderment
488,Player’s Choice Crate 1
488,Victory Crate
488,Triumph Crate
488,Halo
488,Halo
488,Halo
488,Halo
488,Halo
488,Halo
489,Discotheque
490,Bubbly
491,Offer
491,Triumph Crate
491,Halo
491,Halo
491,Halo
491,Halo
491,Halo
491,Halo
492,Offer
493,Dissolver
493,Octane
493,Dune Racer
493,Heatwave
493,Triumph Crate
494,20XX
495,Parallax
495,Parallax
496,Triumph Crate
496,Halo
496,Halo
496,Halo
496,Halo
496,Halo
496,Halo
497,Offer
498,Offer
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
499,Player’s Choice Crate 1
500,Offer
501,Hypnotik
502,Spectre
502,Biomass
503,Hexed
503,Biomass
503,Bubbly
503,Labyrinth
503,Storm Watch
503,Trigon
503,Triumph Crate
503,Nitro Crate
503,Player’s Choice Crate 1
504,Bubbly
504,Labyrinth
505,Dissolver
505,Key
505,Key
505,Key
505,Apex
505,Zomba
505,Octane
506,Zomba
507,Pulsus
507,Pulsus
508,Offer
509,Offer
510,Offer
511,Triumph Crate
512,20XX
512,Offer
513,Hellfire
513,Offer
514,Offer
515,Dot Rush
515,Comet
515,EKG-OMG
515,Key
516,Offer
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
517,Triumph Crate
518,Offer
519,Lift-Off
519,RL Esports
519,Jäger 619 RS
519,Octane ZSR
519,Rose King
519,Odd Fish
520,Heatwave
520,Key
520,Bubbly
520,Slipstream
521,Player’s Choice Crate 1
521,Player’s Choice Crate 1
521,Player’s Choice Crate 1
521,Key
521,Octane ZSR
521,Breakout Type-S
521,Dominus GT
522,Player’s Choice Crate 1
522,Player’s Choice Crate 1
522,Player’s Choice Crate 1
522,Player’s Choice Crate 1
522,Player’s Choice Crate 1
522,Player’s Choice Crate 1
523,Offer
524,Heatwave
524,Heatwave
524,Heatwave
525,Hexed
525,Biomass
525,Labyrinth
525,Spectre
526,Trigon
526,20XX
526,Bubbly
526,Storm Watch
526,Slipstream
526,Offer
527,Offer
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Player’s Choice Crate 1
528,Key
529,Werewolf
530,Storm Watch
530,Biomass
531,Biomass
531,Biomass
532,Chameleon
532,Slipstream
532,Key
532,Bubbly
532,20XX
533,Zomba
534,Player’s Choice Crate 1
534,Player’s Choice Crate 1
534,Player’s Choice Crate 1
534,Player’s Choice Crate 1
534,Player’s Choice Crate 1
534,Player’s Choice Crate 1
534,Player’s Choice Crate 1
534,Player’s Choice Crate 1
534,Slipstream
534,Offer
534,Offer
535,Party Time
535,Dissolver
536,Offer
537,Hellfire
537,Triumph Crate
537,Victory Crate
537,Player’s Choice Crate 1
537,Nitro Crate
537,Offer
538,20XX
538,Bubbly
538,Chameleon
539,Heatwave
539,Bubbly
539,Trigon
539,20XX
539,Storm Watch
539,Chameleon
540,Storm Watch
541,Offer
541,Heatwave
542,Offer
542,Triumph Crate
542,Player’s Choice Crate 1
543,Hexed
543,Parallax
544,Slipstream
545,Storm Watch
545,Biomass
545,Offer
545,Key
545,Bubbly
546,Triumph Crate
546,Player’s Choice Crate 1
547,Tora
548,Flamethrower
548,Flamethrower
548,Key
549,Offer
550,Octane
551,Offer
552,Heatwave
552,Offer
553,Offer
554,Triumph Crate
554,Victory Crate
554,Player’s Choice Crate 1
554,Nitro Crate
554,Offer
555,Hexed
555,Labyrinth
556,Offer
556,Offer
556,Offer
557,Octane
557,Key
557,Draco
557,Nitro Crate
558,Offer
558,Offer
559,Offer
560,Falco
560,Diomedes
560,Illuminata
560,Spyder
560,Heatwave
560,Heatwave
560,Heatwave
561,Bubbly
562,Octane
562,Octane
562,Octane
562,Octane
563,Hexed
563,Hexed
563,Hexed
564,Bubbly
564,Offer
564,Offer
565,Fireworks
565,Spectre
565,Dissolver
565,Electroshock
565,Heatwave
565,Werewolf
565,Trigon
565,Poly Pop
566,Offer
567,Electroshock
567,Sub-Zero
567,Sub-Zero
567,Spectre
567,Tora
567,Tora
567,Key
567,Key
567,Fireworks
567,Offer
568,20XX
568,Storm Watch
568,Bubbly
569,Octane
569,Octane
569,Draco
569,Nitro Crate
569,Key
569,Offer
570,Offer
571,Offer
572,Dot Rush
572,Anodized
572,Kyrios
572,Comet
572,REEVRB
572,Hypnotik
573,Venom
573,Venom
573,Venom
573,Venom
573,Venom
573,Venom
574,Offer
575,Wonderment
575,Looper
575,Kalos
576,Zomba
577,Offer
578,Player’s Choice Crate 1
578,Player’s Choice Crate 1
579,Zomba
579,Champions Crate 4
580,Offer
580,Offer
581,Octane
582,Biomass
582,Key
582,Fireworks
583,Labyrinth
583,Hexed
583,Offer
583,Storm Watch
583,20XX
583,Bubbly
584,Offer
585,Dissolver
585,Heatwave
585,Octane
586,Apex
587,Super RX-T
587,Sticker Bomb
587,Aqueous
587,Tribal
587,Jiangshi
587,MDGA
587,Kawaii
587,Cold Front
587,Critters
587,Widow's Web
588,Hexed
588,Hexed
588,Key
588,Key
588,Parallax
588,Biomass
588,Biomass
588,Spectre
588,Tora
589,Offer
590,Hiro
590,Illuminata
590,Lustrum X10
590,RLCS
590,RLCS
590,RLCS
590,Athena
590,Buzz Kill
590,Christmas Tree
590,Thanatos
591,Octane
592,Offer
592,Witch's Hat
592,Witch's Hat
592,Witch's Hat
592,Sub-Zero
592,Storm Watch
592,Spectre
592,Slipstream
592,Parallax
592,Trigon
593,Triumph Crate
593,Triumph Crate
593,Triumph Crate
593,Triumph Crate
593,Triumph Crate
593,Triumph Crate
593,Triumph Crate
593,Triumph Crate
593,Triumph Crate
593,Triumph Crate
594,20XX
594,Key
594,Key
594,Key
594,Bubbly
594,Trigon
594,Hexed
594,Parallax
595,Spectre
595,Offer
596,Offer
597,Offer
598,Offer
598,Accelerator Crate
598,Champions Crate 4
598,Nitro Crate
598,Victory Crate
598,Velocity Crate
598,Turbo Crate
598,Triumph Crate
598,Player’s Choice Crate 1
598,Champions Crate 3
599,20XX
600,Triumph Crate
600,Triumph Crate
600,Triumph Crate
600,Triumph Crate
600,Triumph Crate
600,Triumph Crate
600,Triumph Crate
600,Triumph Crate
600,Triumph Crate
600,Biomass
601,Triumph Crate
601,Player’s Choice Crate 1
602,Discotheque
602,Discotheque
602,Roulette
602,Zomba
602,Equalizer
602,Kalos
602,Wonderment
602,Pulsus
603,Mantis
604,Offer
605,Triumph Crate
605,Triumph Crate
605,Triumph Crate
605,Triumph Crate
605,Triumph Crate
605,Triumph Crate
605,Triumph Crate
605,Triumph Crate
605,Triumph Crate
605,Triumph Crate
605,Triumph Crate
606,Stegosaur
606,Stegosaur
607,Anodized
608,Samurai
609,Offer
610,Dragon Lord
610,RLCS
610,Dune Racer
610,Octane
610,Apex
610,Apex
610,Offer
610,Offer
610,Offer
610,Offer
611,Blast Ray
612,Triumph Crate
613,Hypnotik
614,Labyrinth
614,Hexed
614,Spectre
614,Tora
615,Anodized
616,Accelerator Crate
616,Offer
616,Offer
616,Offer
616,Velocity Crate
616,Turbo Crate
616,Victory Crate
616,Champions Crate 1
616,Champions Crate 2
616,Champions Crate 3
616,Champions Crate 3
616,Champions Crate 3
616,Champions Crate 3
616,Champions Crate 3
616,Champions Crate 3
616,Champions Crate 3
616,Champions Crate 3
616,Champions Crate 3
617,Offer
618,Offer
618,Calculated
618,Salty
618,EQ
618,Samurai
618,REEVRB
618,Kyrios
618,Illuminata
618,Z-Plate
619,Triumph Crate
619,Offer
619,Bubbly
619,Draco
620,Octane ZSR
620,Breakout Type-S
620,Dominus GT
620,Player’s Choice Crate 1
621,Biomass
622,Velocity Crate
622,Victory Crate
622,Player’s Choice Crate 1
622,Champions Crate 4
623,Offer
624,Draco
624,Samurai
624,Dune Racer
624,Zomba
624,Zomba
625,Halo
625,Halo
625,Halo
625,Halo
625,Halo
625,Halo
625,Halo
625,Halo
625,Halo
625,Dominus GT
626,Dune Racer
626,Lightning
626,Zomba
626,Samurai
626,Ninja
626,Froggy
626,Ion
626,Kyrios
626,Infinium
626,Razzle
626,Centio V17
626,Centio V17
627,Offer
628,Chameleon
629,Hypnotik
629,Hypnotik
629,Hypnotik
629,Hypnotik
629,Zomba
629,Dieci
629,REEVRB
629,REEVRB
629,REEVRB
629,Octane
629,Octane
629,Jäger 619 RS
630,Tora
630,Labyrinth
630,Offer
630,Player’s Choice Crate 1
630,Zomba
630,Trigon
630,Storm Watch
630,Bubbly
630,Parallax
630,Draco
631,Samurai
631,Samurai
631,Samurai
631,Samurai
631,Samurai
631,Samurai
631,Samurai
631,Samurai
631,Samurai
631,Samurai
632,Slipstream
632,Parallax
633,Slipstream
634,Heatwave
634,Key
634,Key
634,Atomizer
634,20XX
634,20XX
635,Zomba
636,Halo
637,Octane
638,Offer
638,Octane
638,Bubbly
638,20XX
638,Dissolver
638,Heatwave
638,Slipstream
638,Trigon
638,Draco
639,20XX
640,Offer
641,Heatwave
641,Heatwave
641,Heatwave
642,Offer
643,20XX
643,Hexed
644,Offer
644,Nitro Crate
644,Victory Crate
644,Velocity Crate
644,Turbo Crate
644,Triumph Crate
644,Player’s Choice Crate 1
644,Accelerator Crate
644,Champions Crate 2
645,Offer
646,Offer
647,Offer
648,Hypnotik
648,Hypnotik
648,Hypnotik
649,Draco
649,Heatwave
649,Heatwave
649,Heatwave
649,Heatwave
649,Octane
650,Fireworks
650,Spectre
651,Breakout Type-S
651,Dominus GT
651,Octane ZSR
652,Heatwave
653,Offer
654,Biomass
654,Biomass
654,Biomass
654,Spectre
654,Spectre
654,Spectre
655,Offer
656,Offer
657,Victory Crate
657,Offer
658,Offer
659,Triumph Crate
660,Offer
661,20XX
662,Offer
663,Triumph Crate
664,Offer
665,Offer
666,Offer
666,Player’s Choice Crate 1
666,Champions Crate 4
666,Nitro Crate
667,Offer
668,Equalizer
668,Zomba
668,K2
669,Offer
670,Slipstream
671,Offer
672,Bubbly
673,Offer
674,Wonderment
674,ARA-51
674,Roulette
674,Roulette
674,Chrono
674,Equalizer
674,Discotheque
674,Kalos
675,Offer
675,Player’s Choice Crate 1
675,Victory Crate
675,Velocity Crate
675,Turbo Crate
675,Turbo Crate
675,Triumph Crate
675,Accelerator Crate
676,Triumph Crate
676,Triumph Crate
676,Triumph Crate
676,Triumph Crate
676,Triumph Crate
676,Triumph Crate
676,Triumph Crate
677,Player’s Choice Crate 1
677,Offer
677,Hexed
677,Biomass
677,Triumph Crate
677,Tora
677,Spectre
678,Offer
679,20XX
679,Bubbly
679,Trigon
680,Player’s Choice Crate 1
680,Nitro Crate
681,Offer
682,Tora
682,Key
682,Offer
683,Champions Crate 4
683,Player’s Choice Crate 1
683,Nitro Crate
684,Octane ZSR
684,Breakout Type-S
684,Dominus GT
685,Dieci
686,Offer
686,Player’s Choice Crate 1
686,Nitro Crate
686,Champions Crate 4
686,Hexed
686,Biomass
687,Dieci
688,Victory Crate
688,Victory Crate
688,Victory Crate
688,Victory Crate
688,Victory Crate
688,Victory Crate
688,Triumph Crate
688,Triumph Crate
688,Triumph Crate
688,Triumph Crate
688,Triumph Crate
689,Offer
690,Biomass
690,Offer
690,Offer
690,Offer
690,Offer
690,Offer
690,Labyrinth
690,Parallax
690,Hexed
690,Tora
691,Offer
692,Offer
693,Offer
694,Offer
695,Chameleon
695,Parallax
696,Offer
696,Champions Crate 4
696,Nitro Crate
696,Player’s Choice Crate 1
697,Offer
697,Player’s Choice Crate 1
697,Triumph Crate
697,Victory Crate
697,Nitro Crate
697,Velocity Crate
697,Accelerator Crate
697,Overdrive Crate
697,Turbo Crate
698,Octane
698,Biomass
698,Tora
699,Octane
700,Comet
700,Magic Missile
700,Magic Missile
700,Halo
700,Halo
700,Halo
700,Octane
700,Octane
700,Octane
700,Triumph Crate
701,Labyrinth
701,Hexed
701,Biomass
701,Offer
701,Offer
702,Player’s Choice Crate 1
702,Nitro Crate
702,Champions Crate 4
703,Offer
704,Slipstream
704,Offer
704,Labyrinth
704,Labyrinth
705,Feather
705,Ink
705,Hearts
705,Magmus
705,Lightning Yellow
705,Lightning
705,Toon Smoke
705,Treasure
705,Taco
705,Cookie Dough
706,Offer
707,Octane
708,Offer
709,Hexed
709,Offer
709,Offer
710,Spectre
710,Biomass
710,Hexed
710,Labyrinth
711,Hypnotik
712,Parallax
713,Heatwave
713,Chameleon
713,Bubbly
713,Trigon
713,20XX
713,Storm Watch
713,Slipstream
713,Parallax
713,Hexed
713,Offer
714,Biomass
714,Labyrinth
714,Spectre
715,Hearts
715,Metallic (Smooth)
715,Salty
715,Junk Food
715,Toon Smoke
715,Pigeon
715,Starbase ARC
715,Unicorn
715,Cookie Dough
715,Knitted Yarn
716,Champions Crate 4
716,Player’s Choice Crate 1
716,Nitro Crate
716,Offer
717,Offer
718,Offer
719,Bubbly
720,Offer
721,Apex
721,Heatwave
721,Dieci
721,Offer
722,Storm Watch
722,Bubbly
722,Dot Rush
723,Offer
724,Apex
724,Apex
724,Apex
724,Apex
724,Apex
724,Apex
724,Apex
725,Offer
726,Offer
726,Offer
726,Halo
726,Halo
727,Dieci
727,Sub-Zero
728,Takumi RX-T
729,Offer
730,Hexed
731,Victory Crate
731,Victory Crate
731,Victory Crate
731,Victory Crate
731,Victory Crate
731,Victory Crate
731,Triumph Crate
731,Triumph Crate
731,Triumph Crate
732,Heatwave
732,Chameleon
732,Bubbly
732,Trigon
732,20XX
732,Tora
732,Slipstream
732,Parallax
732,Player’s Choice Crate 1
732,Spectre
733,Razzle
733,Storm Watch
733,Key
733,Key
733,Key
733,Trigon
733,Wonderment
733,Wonderment
733,Dieci
733,Slipstream
734,Offer
735,Voltaic
736,Trigon
736,20XX
736,Bubbly
737,Offer
737,Hypnotik
738,Offer
739,Offer
739,Heatwave
739,20XX
740,Biomass
740,Biomass
740,Biomass
740,Biomass
740,Biomass
740,Biomass
741,RLCS
741,RLCS
741,RLCS
741,Spiralis
741,Spiralis
742,Samurai
743,Fireworks
744,Hexed
744,Hexed
744,Hexed
744,Hexed
744,Hexed
745,Slipstream
745,Biomass
745,Tora
746,Offer
747,Parallax
748,Tora
748,Tora
748,Tora
748,Tora
748,Tora
748,Tora
748,Tora
748,Tora
748,Tora
749,Apex
750,Draco
751,Offer
752,Champions Crate 4
752,Player’s Choice Crate 1
752,Triumph Crate
752,Nitro Crate
752,Sub-Zero
752,Hellfire
752,Electroshock
752,Spectre
752,Tora
752,Biomass
753,Offer
754,Halo
755,Razzle
755,Razzle
755,Parallax
755,Hypnotik
755,Septem
755,Septem
755,Septem
756,Photon
757,Offer
758,Triumph Crate
758,Triumph Crate
758,Triumph Crate
758,Triumph Crate
758,Triumph Crate
758,Triumph Crate
758,Triumph Crate
758,Triumph Crate
758,Triumph Crate
758,Triumph Crate
759,Offer
